,cases,deaths,recovered,hospitalized,transmission_rate,mutation_count,severity_level,case_fatality_rate,hospitalized_rate,recovery_rate,variant_prevalence,mutation_transmission_ratio,mutation_transmission_interaction,variant_Beta,variant_Delta,variant_Epsilon,variant_Gamma,variant_Lambda,variant_Mu,variant_Omicron,variant_Theta,variant_Zeta
520,73951,2843,37084,1345,1.59,12,Moderate,3.844437532961015,1.8187718894943952,50.14671877324174,1.383411335850316,7.547169811320754,19.080000000000002,0,1,0,0,0,0,0,0,0
435,73082,1271,13319,581,0.85,3,Severe,1.7391423332694782,0.794997400180619,18.22473386059495,1.5628645488164747,3.5294117647058822,2.55,0,0,0,0,0,0,0,0,0
502,98846,2686,50163,5318,2.52,5,Critical,2.7173583149545757,5.380086194686684,50.74863929749307,2.4112485577052083,1.9841269841269842,12.6,0,0,0,0,0,0,0,0,0
115,38647,600,93115,9749,2.24,4,Mild,1.5525137785597847,25.22576137863223,240.93720081765727,0.7631625144967703,1.7857142857142856,8.96,0,0,0,0,0,0,1,0,0
470,82026,3856,18329,6336,1.58,17,Mild,4.7009484797503225,7.7243800746104885,22.345353912174186,1.751395601333628,10.759493670886075,26.86,0,0,0,0,0,1,0,0,0
380,69669,1549,18445,5531,2.0,4,Mild,2.223370509121704,7.93896855129254,26.47518982617807,1.3874265526625251,2.0,8.0,0,0,0,0,0,0,0,0,0
33,54500,3645,79725,9279,1.77,11,Severe,6.6880733944954125,17.025688073394495,146.28440366972478,1.0439927031614589,6.214689265536723,19.47,0,0,0,1,0,0,0,0,0
275,99175,166,55805,5989,1.54,15,Moderate,0.1673808923619864,6.038820267204437,56.26922107385934,1.9532854093174326,9.74025974025974,23.1,0,0,0,0,0,0,0,0,0
981,94208,4145,70461,6676,1.03,16,Mild,4.399838654891304,7.0864470108695645,74.79301120923914,1.882905984614247,15.533980582524272,16.48,1,0,0,0,0,0,0,0,0
478,71542,2086,61431,5119,2.29,18,Severe,2.9157697576248918,7.155237482877191,85.86704313550082,1.423342684742388,7.860262008733624,41.22,0,0,0,0,0,0,1,0,0
385,17077,4456,50092,5763,1.31,1,Moderate,26.093576155062365,33.747145283129356,293.33021022427823,0.41657620561208186,0.7633587786259541,1.31,0,0,0,0,0,0,0,1,0
249,86597,520,1101,8568,0.94,12,Mild,0.6004826957053939,9.894107186161182,1.2714066307146898,2.1124465466644873,12.765957446808512,11.28,0,0,0,0,0,0,0,0,0
43,26270,3306,41235,4790,2.59,8,Critical,12.584697373429767,18.23372668443091,156.9661210506281,0.5617860991408116,3.088803088803089,20.72,0,0,0,0,0,0,0,0,1
545,8656,4917,70492,6156,0.69,18,Critical,56.804528650646944,71.11829944547135,814.3715341959334,0.1848204267566855,26.086956521739133,12.419999999999998,1,0,0,0,0,0,0,0,0
182,11102,270,72357,598,1.35,13,Severe,2.431994235272924,5.386416861826698,651.7474328949738,0.23704671648021283,9.62962962962963,17.55,0,0,0,0,0,0,0,0,0
951,30531,4723,47365,1309,2.92,8,Critical,15.46952278012512,4.287445547148799,155.13740132979595,0.6074204733984212,2.73972602739726,23.36,0,0,0,1,0,0,0,0,0
194,31755,2480,74845,3577,0.83,6,Moderate,7.809793733270351,11.264367816091953,235.69516611557236,0.7746312238221971,7.228915662650603,4.9799999999999995,0,0,0,0,1,0,0,0,0
113,67594,2176,91729,6099,1.83,16,Mild,3.2192206408852857,9.022990206231322,135.70583187856911,1.4455032198448428,8.743169398907103,29.28,0,0,0,1,0,0,0,0,0
122,75430,628,12150,414,2.51,15,Severe,0.8325599893941403,0.5488532414158822,16.107649476335677,1.4895166110821378,5.976095617529881,37.65,0,0,0,1,0,0,0,0,0
343,70128,4408,60331,2306,0.73,14,Severe,6.285649098790783,3.2882728724617847,86.02983116586813,1.4016265167398514,19.178082191780824,10.219999999999999,0,1,0,0,0,0,0,0,0
645,41962,4188,12255,6011,2.15,18,Mild,9.980458510080549,14.324865354368239,29.204994995472095,0.7849887962968852,8.372093023255815,38.699999999999996,0,0,0,0,0,0,1,0,0
573,64022,3927,25466,993,2.95,7,Moderate,6.133828996282528,1.5510293336665522,39.77695167286245,1.3691157076205953,2.3728813559322033,20.650000000000002,0,0,1,0,0,0,0,0,0
48,9852,1546,54269,8707,0.62,19,Moderate,15.692245229395047,88.37799431587496,550.8424685343077,0.19690885870010574,30.64516129032258,11.78,0,0,0,0,0,1,0,0,0
220,35392,4515,69510,3927,1.79,13,Severe,12.757120253164558,11.095727848101266,196.4003164556962,0.7073688923177164,7.262569832402234,23.27,0,0,0,0,0,0,0,0,0
384,25095,2761,11006,2078,2.59,8,Critical,11.002191671647738,8.28053397091054,43.85734210001993,0.4694555512861716,3.088803088803089,20.72,0,0,0,0,0,1,0,0,0
458,82379,4785,24092,7109,0.84,18,Critical,5.808519161436774,8.629626482477331,29.245317374573617,1.640540440967807,21.42857142857143,15.12,1,0,0,0,0,0,0,0,0
60,95765,885,28428,1221,1.64,7,Moderate,0.9241372108808019,1.2749960841643606,29.685166814598237,1.8861242976887713,4.2682926829268295,11.479999999999999,0,1,0,0,0,0,0,0,0
161,8887,2038,18158,9155,2.94,4,Critical,22.932373129289974,103.01564082367503,204.32091819511643,0.17762170394517252,1.3605442176870748,11.76,0,0,1,0,0,0,0,0,0
956,69661,954,7180,9737,1.44,17,Mild,1.3694893843039866,13.977691965375175,10.307058468870673,1.489706183945492,11.805555555555555,24.48,0,1,0,0,0,0,0,0,0
188,56407,3607,53714,4280,2.35,14,Mild,6.394596415338522,7.587710745120287,95.2257698512596,1.055213360486116,5.957446808510638,32.9,0,0,0,0,1,0,0,0,0
63,81935,619,14081,9114,1.14,16,Severe,0.7554769024226521,11.123451516445963,17.185573930554707,1.6301135399397215,14.035087719298247,18.24,0,0,0,0,0,0,0,1,0
785,15749,4490,15079,8747,1.5,16,Mild,28.509746650580993,55.540034287891295,95.7457616356594,0.3016851574695379,10.666666666666666,24.0,0,0,0,1,0,0,0,0,0
544,76549,4970,3772,9785,3.0,3,Critical,6.492573384368182,12.78266208572287,4.927562737592915,1.8673357125607106,1.0,9.0,0,0,0,0,0,0,0,0,1
781,71221,1629,89954,1367,2.45,4,Severe,2.2872467390236024,1.9193777116299968,126.30263545864283,1.4064014657017228,1.6326530612244896,9.8,0,0,1,0,0,0,0,0,0
67,26575,3425,17668,1293,1.67,17,Moderate,12.88805268109125,4.865475070555033,66.483537158984,0.4971421109954179,10.179640718562874,28.39,0,0,1,0,0,0,0,0,0
720,41969,2370,26603,6474,0.85,10,Moderate,5.647025185255784,15.42567132883795,63.387262026734014,1.023791460639074,11.764705882352942,8.5,0,0,0,0,0,0,0,1,0
718,19910,1769,23215,7006,1.58,6,Moderate,8.884982420894023,35.18834756403817,116.59969864389754,0.3961135116885318,3.7974683544303796,9.48,0,0,0,0,0,0,1,0,0
788,45509,3801,57047,7491,2.27,16,Severe,8.35219407150234,16.460480344547232,125.35322683425257,0.898666464983919,7.048458149779735,36.32,0,0,0,0,0,1,0,0,0
377,67511,3765,14061,1881,1.95,17,Critical,5.576868954688866,2.7862126172031223,20.827716964642796,1.2932291996905183,8.717948717948719,33.15,1,0,0,0,0,0,0,0,0
648,19603,204,18493,2751,1.74,17,Moderate,1.0406570422894454,14.033566290873845,94.33760138754272,0.41855762773929134,9.770114942528735,29.58,0,0,0,0,1,0,0,0,0
685,56722,4434,79557,4641,0.99,15,Severe,7.817072740735517,8.182010507386904,140.2577483163499,1.0865569561233812,15.151515151515152,14.85,1,0,0,0,0,0,0,0,0
710,93818,3120,63978,7617,0.81,6,Critical,3.325587840286512,8.118911083161013,68.19373680956747,1.866528249100687,7.4074074074074066,4.86,0,0,0,0,0,0,0,0,1
315,54345,4769,20616,1950,1.15,13,Mild,8.775416321648725,3.5881865857024566,37.935412641457354,1.0166392482425581,11.304347826086957,14.95,0,0,0,0,0,0,0,1,0
420,22885,4576,78722,4722,2.84,12,Severe,19.99563032554075,20.633602796591653,343.9895127812978,0.4886339494370087,4.225352112676057,34.08,0,1,0,0,0,0,0,0,0
198,59811,580,69377,1026,1.08,2,Mild,0.969721288726154,1.7154035210914382,115.99371353095584,1.1779980198304507,1.8518518518518516,2.16,1,0,0,0,0,0,0,0,0
632,68444,2410,22881,225,1.21,1,Mild,3.5211267605633805,0.3287359008824733,33.43024954707498,1.3630312329792857,0.8264462809917356,1.21,0,0,0,0,0,0,0,0,1
35,31952,2349,38280,2391,2.37,14,Critical,7.351652478718076,7.483099649474212,119.80470706059087,0.6356915582858849,5.9071729957805905,33.18,0,0,0,0,0,0,1,0,0
190,50185,4073,31077,9916,2.13,17,Moderate,8.115970907641726,19.75889209923284,61.92487795157916,1.0715357112735977,7.981220657276996,36.21,0,1,0,0,0,0,0,0,0
764,89671,1812,88824,1077,2.78,11,Critical,2.0207201882436907,1.20105719797928,99.05543598264768,1.7177223795447925,3.956834532374101,30.58,0,0,0,0,0,0,0,1,0
930,85279,4875,93765,2516,2.13,13,Critical,5.716530447120627,2.9503160215293334,109.95086715369551,1.5953257604356816,6.103286384976526,27.689999999999998,0,0,1,0,0,0,0,0,0
195,43572,3252,35604,3909,1.11,18,Mild,7.463508675296062,8.971357752685211,81.71302671440375,0.931790784612236,16.216216216216214,19.98,0,0,1,0,0,0,0,0,0
230,59029,1135,70503,1352,2.39,15,Severe,1.922783716478341,2.290399634078165,119.43790340341187,1.4399529683829466,6.2761506276150625,35.85,0,1,0,0,0,0,0,0,0
279,11193,3489,48053,2948,1.9,4,Mild,31.171267756633608,26.337889752523896,429.31296345930497,0.2093889613686439,2.1052631578947367,7.6,0,0,0,0,0,1,0,0,0
497,83920,1327,45276,1472,1.6,14,Critical,1.5812678741658723,1.7540514775977119,53.95138226882745,1.7946360654700004,8.75,22.400000000000002,0,0,0,0,0,1,0,0,0
822,91030,2581,48853,3682,2.11,9,Moderate,2.83532901241349,4.044820388882786,53.66692299242008,1.8110604203418912,4.265402843601896,18.99,0,0,0,0,0,0,1,0,0
281,293,680,44573,5306,2.02,19,Mild,232.08191126279863,1810.9215017064848,15212.627986348121,0.005834962177297218,9.405940594059405,38.38,0,0,0,0,1,0,0,0,0
594,24942,2942,91178,4445,2.84,15,Severe,11.795365247373907,17.821345521610134,365.5600994306792,0.5333867104975304,5.281690140845071,42.599999999999994,0,1,0,0,0,0,0,0,0
136,53898,1105,3035,9360,1.43,5,Mild,2.050168837433671,17.36613603473227,5.631006716390219,1.0772425564573993,3.4965034965034967,7.1499999999999995,0,0,0,0,0,0,0,0,1
812,70912,1814,51083,676,1.36,10,Critical,2.558100180505415,0.9532942238267148,72.03717283393502,1.3966359964256896,7.352941176470588,13.600000000000001,1,0,0,0,0,0,0,0,0
739,63771,1892,90121,6967,0.75,9,Mild,2.966865816750561,10.925028618023868,141.31972213074908,1.3637480520863605,12.0,6.75,0,0,1,0,0,0,0,0,0
168,18451,83,52559,8681,2.07,18,Critical,0.44984011706682564,47.048940436832694,284.8571893122324,0.3633987303989508,8.695652173913045,37.26,0,0,0,0,0,1,0,0,0
871,25072,991,71167,8065,2.05,10,Mild,3.952616464582004,32.16735800893427,283.8505105296745,0.4690252871825821,4.878048780487806,20.5,0,0,0,0,0,0,0,0,0
404,74737,153,85874,8344,2.1,9,Mild,0.20471787735659713,11.164483455316644,114.90158823608118,1.5957629660945476,4.285714285714286,18.900000000000002,0,0,0,0,1,0,0,0,0
226,54406,305,90070,5659,1.61,17,Critical,0.5605999338308275,10.401426313274271,165.55159357423815,1.0743555712917245,10.559006211180124,27.37,0,0,0,1,0,0,0,0,0
135,24052,3162,10928,2316,0.89,11,Critical,13.146515882255114,9.629136870114753,45.43489106934974,0.44994400954512853,12.359550561797752,9.790000000000001,0,0,0,0,0,0,0,1,0
53,88808,4675,38912,1474,1.34,4,Mild,5.26416539050536,1.6597603819475721,43.81587244392397,1.7685710615747825,2.9850746268656714,5.36,1,0,0,0,0,0,0,0,0
912,28272,917,79838,7377,1.05,10,Moderate,3.243491794001132,26.09295415959253,282.39247311827955,0.5582873343300305,9.523809523809524,10.5,0,0,0,0,1,0,0,0,0
498,42517,1526,59600,7047,0.6,8,Critical,3.589152574264412,16.574546651927463,140.1792224286756,0.8497740504823788,13.333333333333334,4.8,0,0,0,0,0,0,0,0,1
827,32541,2875,62058,2131,2.05,4,Critical,8.835008143572724,6.548661688331643,190.7071079561169,0.6474098334433206,1.9512195121951221,8.2,0,0,1,0,0,0,0,0,0
753,35696,1288,58301,447,2.2,15,Severe,3.608247422680412,1.2522411474675035,163.32642312864186,0.7101792020710112,6.8181818181818175,33.0,0,0,0,0,1,0,0,0,0
784,12337,2347,48493,2470,0.73,13,Critical,19.024073923968547,20.021074815595362,393.06962794844776,0.23632546750280586,17.808219178082194,9.49,0,0,1,0,0,0,0,0,0
460,64147,1779,17437,903,2.54,17,Severe,2.773317536283848,1.4077041794627965,27.182876829781595,1.3696483266128818,6.692913385826771,43.18,0,0,0,0,0,1,0,0,0
905,4313,939,48974,1222,2.93,19,Severe,21.771388824484116,28.332946904706702,1135.4973336424764,0.0826190922703738,6.484641638225256,55.67,0,0,1,0,0,0,0,0,0
71,46405,2895,20577,929,1.46,16,Moderate,6.238551880185325,2.0019394461803683,44.342204503825016,0.9139622830287415,10.95890410958904,23.36,0,0,0,0,0,0,1,0,0
821,16309,3748,81581,7376,0.57,1,Severe,22.981176037770556,45.22656202097002,500.22073701637134,0.3050946637149302,1.7543859649122808,0.57,0,0,0,0,0,0,0,0,1
904,26772,2324,63158,7065,1.7,16,Moderate,8.680711190796355,26.389511429852085,235.9106529209622,0.5008274165783378,9.411764705882353,27.2,0,0,0,0,0,0,1,0,0
474,21412,2217,61634,5741,1.8,10,Severe,10.35400709882309,26.812067999252754,287.84793573696993,0.45789737170929035,5.555555555555555,18.0,1,0,0,0,0,0,0,0,0
234,50600,3811,92348,4216,1.57,8,Severe,7.5316205533596845,8.33201581027668,182.50592885375494,0.9991984690541719,5.095541401273885,12.56,0,0,0,0,0,0,1,0,0
595,26521,2773,28191,2654,1.38,11,Severe,10.455865163455375,10.007164134082425,106.29689679876324,0.5223401294732304,7.971014492753624,15.18,0,0,0,0,0,0,0,0,1
543,2032,3644,78320,1422,2.14,19,Mild,179.3307086614173,69.98031496062993,3854.3307086614172,0.03892464537291898,8.878504672897195,40.660000000000004,0,0,0,0,0,0,0,1,0
394,24406,3545,83689,8475,0.85,7,Critical,14.525116774563632,34.72506760632631,342.9033844136688,0.5219243066475313,8.23529411764706,5.95,0,0,0,0,0,0,0,1,0
596,1808,2504,30059,1055,1.62,2,Mild,138.49557522123894,58.35176991150443,1662.5553097345132,0.03860389690111915,1.2345679012345678,3.24,1,0,0,0,0,0,0,0,0
735,89933,3575,337,3408,1.72,13,Moderate,3.97518152402344,3.7894877297543728,0.37472340520165015,1.682388766440298,7.558139534883721,22.36,0,0,0,0,0,1,0,0,0
870,27464,3504,60569,7553,2.3,7,Mild,12.758520244683949,27.501456452082728,220.53961549665019,0.5464018827229452,3.0434782608695654,16.099999999999998,0,1,0,0,0,0,0,0,0
393,44509,1988,88070,6909,2.55,16,Mild,4.466512390752432,15.522703273495248,197.87009368891685,0.8895875347018886,6.274509803921569,40.8,0,0,0,0,0,0,0,1,0
177,76048,614,64143,8230,1.11,14,Severe,0.8073848095939408,10.822112350094677,84.3454134231012,1.5144614459354908,12.612612612612612,15.540000000000001,1,0,0,0,0,0,0,0,0
698,86256,2607,86536,2611,1.94,2,Moderate,3.022398441847524,3.0270358004080875,100.32461509923947,1.7160807164342544,1.0309278350515465,3.88,1,0,0,0,0,0,0,0,0
749,68004,3612,26677,1871,0.91,15,Mild,5.311452267513675,2.751308746544321,39.22857478971825,1.352953452981764,16.483516483516482,13.65,0,0,0,0,0,0,1,0,0
650,82135,4340,28252,6266,1.25,4,Critical,5.283983685395994,7.628903634260668,34.39702928106166,1.753722938038397,3.2,5.0,0,0,0,0,0,0,0,0,0
100,76737,943,75535,2656,1.55,18,Severe,1.2288726429232313,3.461172576462463,98.43361090477866,1.435529413789478,11.612903225806452,27.900000000000002,1,0,0,0,0,0,0,0,0
674,27043,1847,45333,2974,2.78,15,Mild,6.829863550641571,10.997300595348149,167.63302887993197,0.5180310948916576,5.39568345323741,41.699999999999996,0,0,0,0,0,0,0,0,0
853,17608,4446,43696,161,1.99,2,Moderate,25.249886415265788,0.9143571104043617,248.1599273057701,0.375960960528156,1.0050251256281406,3.98,0,0,0,0,1,0,0,0,0
485,47598,2346,69493,1587,2.13,6,Mild,4.928778520105887,3.3341737047775113,145.99983192571116,0.9513264166065399,2.8169014084507045,12.78,0,0,0,1,0,0,0,0,0
265,80504,1104,26004,6903,2.26,19,Mild,1.3713604292954387,8.574729206002187,32.301500546556696,1.5059991911034851,8.4070796460177,42.94,0,1,0,0,0,0,0,0,0
880,51268,67,79608,9379,2.75,9,Mild,0.13068580791136772,18.29406257314504,155.2781462120621,1.0199873187969688,3.272727272727273,24.75,0,0,0,0,0,0,0,0,0
940,2845,804,94158,2951,0.85,17,Severe,28.26010544815466,103.72583479789104,3309.5957820738136,0.053221798900544265,20.0,14.45,1,0,0,0,0,0,0,0,0
754,34424,2942,35472,4856,1.25,18,Mild,8.546363002556356,14.106437369277247,103.04438763653265,0.736160056217103,14.4,22.5,0,0,0,0,0,0,1,0,0
511,77462,602,19279,4932,3.0,7,Severe,0.7771552503162842,6.366992848106168,24.888332343600734,1.5256404777065484,2.3333333333333335,21.0,0,0,0,0,0,0,0,0,1
316,43156,4796,67816,5024,1.37,19,Severe,11.113170822133654,11.641486699416072,157.14153304291406,0.8522017614723684,13.86861313868613,26.03,0,0,0,1,0,0,0,0,0
915,36709,1678,16010,6041,2.5,1,Mild,4.571086109673377,16.456454820343787,43.61328284616852,0.7031913420248439,0.4,2.5,0,0,0,0,0,0,1,0,0
829,62468,1837,7502,4532,2.9,9,Moderate,2.9407056412883397,7.2549145162323105,12.009348786578729,1.2440219020184389,3.103448275862069,26.099999999999998,0,0,0,0,0,0,1,0,0
687,77942,4008,70519,8284,1.01,17,Moderate,5.142285289061096,10.628416001642247,90.47625157168152,1.5521795973477808,16.831683168316832,17.17,0,0,0,0,1,0,0,0,0
800,68803,2725,40519,3171,0.66,10,Moderate,3.9605831141083967,4.60881066232577,58.891327413048856,1.3751441539934404,15.15151515151515,6.6000000000000005,0,0,0,0,0,0,0,0,0
958,61340,943,57564,2841,1.18,16,Mild,1.5373328985979784,4.631561786762309,93.84414737528529,1.2215582933631786,13.559322033898306,18.88,0,1,0,0,0,0,0,0,0
28,6006,1946,19633,7717,2.32,14,Moderate,32.400932400932405,128.48817848817848,326.8897768897769,0.11235505244171137,6.03448275862069,32.48,0,0,0,0,0,1,0,0,0
941,55343,944,7543,7077,1.8,2,Critical,1.7057261080895507,12.787525070921346,13.62954664546555,1.1816678463488037,1.1111111111111112,3.6,0,0,0,0,0,0,1,0,0
586,1407,2156,34835,2000,2.93,1,Mild,153.23383084577114,142.14641080312722,2475.8351101634685,0.028019767179034764,0.341296928327645,2.93,0,0,0,0,0,0,0,1,0
528,6444,2817,39581,473,2.75,4,Moderate,43.71508379888268,7.340161390440721,614.2302917442582,0.1287942230474504,1.4545454545454546,11.0,0,0,0,0,0,0,0,1,0
590,92121,2677,85066,9122,2.34,11,Severe,2.905960638725155,9.902193853735849,92.34159420761824,1.7646541616135187,4.700854700854701,25.74,0,0,0,0,0,0,1,0,0
601,44889,3629,8357,6778,0.56,16,Moderate,8.084385929737797,15.099467575575307,18.617033126155626,0.8939440859272859,28.57142857142857,8.96,0,0,0,0,1,0,0,0,0
673,22413,2679,69568,1830,1.73,2,Mild,11.952884486681835,8.164904296613571,310.39129076875025,0.4785559409539732,1.1560693641618498,3.46,0,0,0,0,0,0,0,0,1
391,95444,1341,41624,1011,1.08,11,Severe,1.405012363270609,1.0592598801391393,43.61091320564939,1.8847331755021024,10.185185185185185,11.88,0,0,0,0,0,0,1,0,0
978,62622,2617,84769,6510,2.55,12,Mild,4.179042509022389,10.39570757880617,135.3661652454409,1.19957634967664,4.705882352941177,30.599999999999998,0,0,1,0,0,0,0,0,0
757,30850,2972,61436,8091,2.75,15,Mild,9.633711507293356,26.226904376012968,199.14424635332253,0.7525546608381288,5.454545454545454,41.25,0,0,0,0,0,0,1,0,0
205,98334,699,78890,1823,1.94,12,Critical,0.7108426383549942,1.8538857363678891,80.22657473508654,1.956374990375695,6.185567010309279,23.28,0,1,0,0,0,0,0,0,0
512,26517,3821,75259,6332,1.05,17,Mild,14.40962401478297,23.87902100539277,283.81415695591505,0.5661833706454517,16.19047619047619,17.85,0,0,0,0,0,1,0,0,0
811,55203,2435,21117,6185,2.65,1,Mild,4.410992156223394,11.204101226382624,38.25335579588066,1.057459251240771,0.37735849056603776,2.65,0,0,0,0,0,0,0,0,1
805,62651,922,94593,7386,1.75,14,Moderate,1.4716445068713988,11.789117492138992,150.98402260139503,1.5283080083037148,8.0,24.5,0,0,0,0,0,0,0,0,0
82,95748,3667,66838,4526,1.38,1,Moderate,3.8298450098174377,4.726991686510424,69.80615783097296,1.890736265118554,0.7246376811594204,1.38,0,0,1,0,0,0,0,0,0
964,21063,1257,61319,5321,2.25,4,Severe,5.9678108531548215,25.262308313155774,291.1218724778047,0.4209796275680397,1.7777777777777777,9.0,0,0,0,0,0,0,0,0,0
258,71953,152,56939,1794,0.52,7,Moderate,0.2112490097702667,2.4932942337359107,79.13360110071852,1.432911377280091,13.461538461538462,3.64,0,0,0,0,0,0,0,0,1
680,52987,1387,3142,7612,0.64,1,Mild,2.6176231905939193,14.36578783475192,5.92975635533244,1.04633457074651,1.5625,0.64,1,0,0,0,0,0,0,0,0
24,67943,2295,47345,8567,1.12,5,Severe,3.3778314175117377,12.609098803408738,69.68341109459399,1.2710188691387272,4.4642857142857135,5.6000000000000005,0,0,0,0,0,0,0,0,1
641,22290,945,32816,2375,2.01,13,Severe,4.23956931359354,10.655002243158366,147.22296994167786,0.4438952455015528,6.467661691542289,26.129999999999995,0,0,0,0,1,0,0,0,0
318,58657,3386,26227,4918,2.06,11,Mild,5.772542066590518,8.38433605537276,44.712481033806704,1.1669929811709798,5.339805825242719,22.66,0,0,1,0,0,0,0,0,0
873,80869,1258,34832,6260,1.04,10,Mild,1.5556022703384484,7.740914318218353,43.07212899875107,1.5969205730028029,9.615384615384615,10.4,0,0,0,0,0,0,0,0,0
211,50239,3388,30013,9847,1.21,11,Severe,6.743764804235754,19.600310515734787,59.74044069348514,1.004111261899575,9.090909090909092,13.309999999999999,0,1,0,0,0,0,0,0,0
849,5942,1114,5623,1748,1.38,5,Critical,18.747896331201616,29.417704476607202,94.63143722652305,0.11382393838872275,3.6231884057971016,6.8999999999999995,0,0,0,0,1,0,0,0,0
482,44114,1134,39841,3803,1.24,11,Critical,2.570612503966995,8.620845989935168,90.3137326018951,1.0761165740101528,8.870967741935484,13.64,0,0,0,0,0,0,1,0,0
86,45196,3115,80109,8121,1.51,2,Moderate,6.892202849809717,17.96840428356492,177.24798654748207,0.9033183899522919,1.3245033112582782,3.02,0,0,0,1,0,0,0,0,0
202,46833,4776,83474,9839,0.8,11,Critical,10.197937351867273,21.008690453312834,178.23756752717102,0.9317520890461582,13.75,8.8,0,0,0,0,0,0,0,0,1
628,20978,146,79261,9834,2.29,17,Severe,0.6959672037372485,46.877681380493854,377.8291543521785,0.4192807590144963,7.423580786026201,38.93,0,0,0,0,1,0,0,0,0
338,35734,2475,25951,7090,2.61,8,Severe,6.92617675043376,19.841047741646612,72.62271226283092,0.7109352198231038,3.0651340996168583,20.88,0,0,1,0,0,0,0,0,0
995,74807,903,83213,8017,1.8,11,Critical,1.2071062868448141,10.716911518975497,111.23691633135937,1.4772142267694748,6.111111111111111,19.8,0,0,0,0,0,0,0,1,0
868,78960,919,5110,7172,0.5,9,Critical,1.1638804457953396,9.083080040526848,6.471631205673758,1.512544290672088,18.0,4.5,0,1,0,0,0,0,0,0,0
997,61315,1083,49044,481,2.54,18,Moderate,1.7662888363369484,0.784473619832015,79.98695262170757,1.1745396806301809,7.086614173228346,45.72,0,0,1,0,0,0,0,0,0
768,12245,3556,39371,7128,0.69,5,Critical,29.040424663127805,58.211514904042474,321.52715394038387,0.2411694463029187,7.246376811594203,3.4499999999999997,0,0,1,0,0,0,0,0,0
854,22105,3726,76673,8787,2.35,15,Mild,16.85591495136847,39.75118751413707,346.85817688305815,0.5392291986329607,6.382978723404255,35.25,0,0,0,0,1,0,0,0,0
684,86172,3484,90446,3450,2.7,3,Severe,4.043076637422828,4.003620665645453,104.95984774636773,1.6971868947991102,1.111111111111111,8.100000000000001,0,0,0,0,0,0,0,1,0
179,28465,3565,50849,5525,2.89,12,Moderate,12.52415246794309,19.409801510627087,178.63692253644828,0.6087263537131025,4.1522491349480966,34.68,0,0,0,0,1,0,0,0,0
421,79028,4655,66175,76,2.19,5,Mild,5.890317355873868,0.09616844662651212,83.73614415144,1.5738067950424726,2.2831050228310503,10.95,0,0,0,0,0,0,0,0,0
605,7784,3687,50822,2560,2.08,17,Severe,47.36639260020555,32.8879753340185,652.9033915724563,0.16620173311853512,8.173076923076923,35.36,0,0,0,0,0,0,0,0,1
451,17958,4713,58879,741,2.09,12,Moderate,26.24457066488473,4.12629468760441,327.87058692504735,0.3576254292829469,5.741626794258374,25.08,0,0,0,1,0,0,0,0,0
761,88707,2774,94221,5539,0.93,2,Moderate,3.1271489284949325,6.244152096226904,106.2159694274409,1.894046395136934,2.150537634408602,1.86,0,0,0,0,0,0,0,0,0
952,18008,941,83614,5828,0.87,13,Critical,5.225455353176367,32.36339404709018,464.31585961794764,0.3851025532290725,14.942528735632184,11.31,0,0,1,0,0,0,0,0,0
356,8310,112,42996,6089,1.34,9,Mild,1.3477737665463296,73.27316486161251,517.4007220216606,0.15545629134042982,6.716417910447761,12.06,0,0,0,0,0,0,0,1,0
798,31997,4334,29142,3091,1.26,17,Severe,13.545019845610526,9.66028065131106,91.07728849579648,0.5985721966329403,13.492063492063492,21.42,0,0,0,0,0,1,0,0,0
244,85536,4086,57666,2663,1.5,16,Moderate,4.776936026936027,3.113309016086794,67.4172278338945,1.7017561695524992,10.666666666666666,24.0,0,0,0,0,1,0,0,0,0
961,46707,4274,43109,8439,1.84,5,Severe,9.150662641574069,18.06795555270088,92.29665788853919,0.929245293341851,2.717391304347826,9.200000000000001,0,0,0,0,0,0,0,0,0
765,1689,4953,21939,36,0.94,7,Mild,293.2504440497336,2.1314387211367674,1298.9342806394316,0.032354195883297326,7.446808510638299,6.58,0,0,0,0,0,0,0,0,1
865,74719,165,73630,166,1.23,16,Mild,0.220827366533278,0.22216571420923728,98.54253938088037,1.5953786352625672,13.008130081300813,19.68,0,0,0,0,1,0,0,0,0
612,48751,4853,5745,7246,0.97,5,Mild,9.954667596562123,14.86328485569527,11.784373653873766,0.960167552202008,5.154639175257732,4.85,0,0,0,0,0,0,0,1,0
779,71226,954,84199,7808,1.8,1,Moderate,1.3393985342431134,10.962289051750766,118.21385449133743,1.4028203333909095,0.5555555555555556,1.8,0,0,0,0,0,0,0,1,0
986,52528,3970,76491,3374,1.96,8,Severe,7.5578738958269875,6.423240938166311,145.61947913493756,1.121562774569683,4.081632653061225,15.68,0,0,0,0,0,0,0,1,0
491,77587,1337,91469,4002,0.91,10,Moderate,1.7232268292368564,5.158080606287136,117.89217265779061,1.5451099332763114,10.989010989010989,9.1,0,0,0,0,0,1,0,0,0
607,1307,4545,40199,606,1.96,19,Critical,347.74292272379495,46.36572302983933,3075.669472073451,0.03188294786759917,9.693877551020408,37.24,0,0,1,0,0,0,0,0,0
252,89488,3551,78166,4051,2.93,19,Severe,3.968129805113535,4.526863937064187,87.34802431610942,1.9137082009864081,6.484641638225256,55.67,0,0,0,0,1,0,0,0,0
